ID,DISTRICT,UPAZILA_THANA,INST_TYPE,LEVEL_OF_INSTITUTION,EIIN,NAME_OF_INSTITUTION,ADDRESS,POST,MOBAILE,E-mail
618,DHAKA,BADDA,SCHOOL & COLLEGE,HIGHER SECONDARY ,107841,BADDA ALATUNNESSA HIGHER SECONDARY SCHOOL,"SOUTH BADDA, P-41",GULSHAN,01715208090,
619,DHAKA,BADDA,SCHOOL & COLLEGE,HIGHER SECONDARY ,132140,CAMBRIAN SCHOOL AND COLLEGE,"23,PROGOTI SORINI",GULSHAN,01720557177,
620,DHAKA,BADDA,SCHOOL & COLLEGE,HIGHER SECONDARY ,131945,NATIONAL COLLEGE,72\1 PROGOTY SORONI,GULSHAN,01745993722,
621,DHAKA,BADDA,SCHOOL & COLLEGE,HIGHER SECONDARY ,136913,ROTNOGORVA FARIDA ZAMAN SCHOOL AND COLLEGE,"SHA-79/A, NORTH BADDA, DHAKA-1212",BADDA,01732646064,
622,DHAKA,BADDA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108021,SATARKUL SCHOOL AND COLLEGE,SATARKUL,SATARKUL,01715193303,
623,DHAKA,BANGSHAL,SCHOOL & COLLEGE,HIGHER SECONDARY ,108139,AHMED BAWANY ACADEMY SCHOOL & COLLEGE,"3,4,5 K P GHOSH STREET",DHAKA SADAR,01711849023,
624,DHAKA,BANGSHAL,SCHOOL & COLLEGE,HIGHER SECONDARY ,108138,ANOWARA BEGUM MUSLIM GIRLS SCHOOL & COLLEGE,13 NO. NAZIMUDDIN ROAD,CHAK BAZAR,01716662922,
625,DHAKA,BANANI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108023,I.P.H SCHOOL AND COLLEGE,MOHAKHALI SAT TOLA ROAD,GULSHAN,01836327314,
626,DHAKA,CANTONMENT,SCHOOL & COLLEGE,HIGHER SECONDARY ,107859,B A F SHAHEEN COLLEGE KURMITOLA,DHAKA SENANIBUS,DHAKA CANTT.,01769990476,
627,DHAKA,CANTONMENT,SCHOOL & COLLEGE,HIGHER SECONDARY ,107854,"B N COLLEGE,DHAKA",NABIK COLONY,DHAKA CANTONMENT,01874628746,
628,DHAKA,CANTONMENT,SCHOOL & COLLEGE,HIGHER SECONDARY ,107860,BALUGHAT HIGH SCHOOL & COLLEGE,BALUGHAT,DHAKA CANT.,01719467777,
629,DHAKA,CANTONMENT,SCHOOL & COLLEGE,HIGHER SECONDARY ,133937,BANGLADESH INTERNATIONAL SCHOOL AND COLLEGE(BISC),"NEW DOHS,MOHAKHALI, ROAD NO: 27",DHAKA CANTT,01731886363,
630,DHAKA,CANTONMENT,SCHOOL & COLLEGE,HIGHER SECONDARY ,132090,DHAKA CANT: GIRLS PUBLIC SCHOOL AND COLLEGE,DHAKA CANTOMENT,DHAKA CANTOMENT,01716196052,
631,DHAKA,CANTONMENT,SCHOOL & COLLEGE,HIGHER SECONDARY ,132143,SAHID BIR UTTAM ANWAR GIRLS  SCHOOL & COLLEGE,DHAKA SANA NIBASH,CANTONMENT ,01769017706,
632,DHAKA,CHAK BAZAR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108154,NABAKUMAR INSTITUTION & DR. SHAHIDULLAH COLLEGE," 16,UMESH DATTA ROAD,BOKSEBAZER,DHAKA-1211",POSTA,01637016658,
633,DHAKA,DAKSHINKHAN,SCHOOL & COLLEGE,HIGHER SECONDARY ,134195,MASCOT INNOVATIVE SCHOOL AND COLLEGE,"5/3 ASHKONA, HAJJ CAMP ROAD",HAJI CAMP,01711040244,
634,DHAKA,DARUS SALAM,SCHOOL & COLLEGE,HIGHER SECONDARY ,134478,FM INTERNATIONAL SCHOOL AND COLLEGE,"137/12, C/23 PRIYANGON, KONA BARI BUS STAND",MIRPUR,01711520455,
635,DHAKA,DEMRA,SCHOOL & COLLEGE,HIGHER SECONDARY ,132057,BAMOIL IDEAL HIGH SCHOOL AND COLLEGE (BM),BAMOIL,SARULIA,01552358980,
636,DHAKA,DEMRA,SCHOOL & COLLEGE,HIGHER SECONDARY ,137075,RAFIQUL ISLAM SCHOOL AND COLLEGE,NEW TOWN,TUSHARDHARA ,01816309085,
637,DHAKA,DEMRA,SCHOOL & COLLEGE,HIGHER SECONDARY ,107915,SHAMSUL HOQUE KHAN SCHOOL & COLLEGE,PARADAGAR,PARADAGAR,01819187069,
638,DHAKA,DHANMONDI,SCHOOL & COLLEGE,HIGHER SECONDARY ,134168,COLLEGE OF DEVELOPMENT ALTERNATIVE (CODA),"HOUSE-23, ROAD-14/A(NEW)",JIGATOLA,01915222520,
639,DHAKA,DHANMONDI,SCHOOL & COLLEGE,HIGHER SECONDARY ,133712,DHAKA PUBLIC SCHOOL AND COLLEGE,"57,9/A",GHIGATALA,01711102827,
640,DHAKA,DHANMONDI,SCHOOL & COLLEGE,HIGHER SECONDARY ,107983,JARINA SIKDER GIRLS SCHOOL AND COLLEGE,295/A TALI OFFICE ROAD,RAYERBAZAR,1552344147,
641,DHAKA,DHANMONDI,SCHOOL & COLLEGE,HIGHER SECONDARY ,133717,SCHOLARS SCHOOL AND COLLEGE,7/A,DHANMONDI,01823628701,
642,DHAKA,DHANMONDI,SCHOOL & COLLEGE,HIGHER SECONDARY ,107984,Y. W. C. A HIGHER SECONDARY GIRLS SCHOOL,"11 GREEN SQUARE, GREEN ROAD, DHANMONDI, DHAKA-1205",NEW MARKET,01920397222,
643,DHAKA,BHANSAN TEK,SCHOOL & COLLEGE,HIGHER SECONDARY ,108048,BHASANTEK  SCHOOL AND COLLEGE,114,DHAKA CANT.,01711456511,
644,DHAKA,GULSHAN,SCHOOL & COLLEGE,HIGHER SECONDARY ,108016,BANANI BIDYANIKETAN SCHOOL & COLLEGE,BANANI ABASHIK ALAKA,BANANI,01713367861,
645,DHAKA,GULSHAN,SCHOOL & COLLEGE,HIGHER SECONDARY ,108038,GOVT. KALACHADPUR UCCHA MADDAMIC BIDDALAYA,KALACHADPUR,GULSHAN,01918977777,
646,DHAKA,GULSHAN,SCHOOL & COLLEGE,HIGHER SECONDARY ,108037,GULSHAN MODEL HIGH SCHOOL AND COLLEGE,86,GULSHAN,01716860820,
647,DHAKA,HAZARIBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108140,HAZARIBAG GIRLS HIGH SCHOOL AND COLLEGE(BM),2 & 3 NILAMBOR SHAHA ROAD,NEWMARKET,01718532708,
648,DHAKA,HAZARIBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108165,SALEHA HIGH SCHOOL AND COLLEGE,61 NILLAMBOR SAHA ROAD,NEWMARKET,01711100851,
649,DHAKA,JATRABARI,SCHOOL & COLLEGE,HIGHER SECONDARY ,107914,BARNAMALA ADARSHA UCHACHA MADHYAMIK  BIDHYALAYA,NURPUR-NOYAPARA,DHANIA,01912072498,
650,DHAKA,JATRABARI,SCHOOL & COLLEGE,HIGHER SECONDARY ,107877,JATRABARI IDEAL HIGH SCHOOL AND COLLEGE,14/5/B PURBO UTTAR JATRABARI,FARIDABAD,01715861820,
651,DHAKA,JATRABARI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108501,KARATITOLA C.M.S. MEMORIAL HIGH SCHOOL AND COLLEGE,"42/1, KARATITOLA",DHAKA SADAR,01996168096,
652,DHAKA,JATRABARI,SCHOOL & COLLEGE,HIGHER SECONDARY ,107886,MANNAN HIGH SCHOOL AND COLLEGE ,PARADOGAR,PARA DAGAR,01816546052,
653,DHAKA,JATRABARI,SCHOOL & COLLEGE,HIGHER SECONDARY ,107863,SALAHUDDIN AHMED ADARSHA SCHOOL AND COLLEGE,MOMEN BAGH,PARADOGA,01712120892,
654,DHAKA,JATRABARI,SCHOOL & COLLEGE,HIGHER SECONDARY ,107916,SHASEED ZIA GIRLA HIGH SCHOOL AND COLLEGE,82/12/2 UTTAR JATRABARI,FARIDABAD,01717182992,
655,DHAKA,KAFRUL,SCHOOL & COLLEGE,HIGHER SECONDARY ,107858,"B A F SHAHEEN COLLEGE,KAFRUL, DHAKA",BIMANBANDAR ROAD,DHAKA CANTT.,01769975770,
656,DHAKA,KAFRUL,SCHOOL & COLLEGE,HIGHER SECONDARY ,108215,S O S HERMAN GMEINER COLLEGE. DHAKA,PLOT NO 3/ B,MIRPUR,01715002328,
657,DHAKA,KAFRUL,SCHOOL & COLLEGE,HIGHER SECONDARY ,132127,SHAHEED POLICE SMRITY  COLLEGE,POLICE COMPLEX,DHAKA KENTONMENT,01715303081,
658,DHAKA,KADAMTALI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108481,A. K.  HIGH SCHOOL AND COLLEGE,DHANIA,DHANIA,01711783330,
659,DHAKA,KADAMTALI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108473,SHYAMPUR BOHUMUKHI HIGH SCHOOL AND COLLEGE,SHYAMPUR HIGH SCHOOL ROAD,FARIDABAD,01717316808,
660,DHAKA,KADAMTALI,SCHOOL & COLLEGE,HIGHER SECONDARY ,132066,SHYAMPUR MODEL SCHOOL AND COLLEGE,5 NO ROAD KODOMTOLI,FORIDABAD,01711859449,
661,DHAKA,KALABAGAN,SCHOOL & COLLEGE,HIGHER SECONDARY ,107985,MEHERUNNISA GIRLS SCHOOL & COLLEGE,"54/1, NORTH CIRCULAR ROAD",NEWMARKET,01714361379,
662,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,108375,ALI AHMED HIGH SCHOOL AND COLLEGE,441,KHILGAON,01726072044,
663,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,134601,BANGLADESH IDEAL SCHOOL AND COLLEGE,"540 C,KHILGAON",KHILGAON,01711852786,
664,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,108379,DAKHIN BANASREE MODEL HIGH SCHOOL AND COLLEGE,G- 28,KHILGOAN,01674070237,
665,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,131634,DHAKA IDEAL COLLEGE,"379/B, KHILGAON",KHILGAON,01817103705,
666,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,108387,KHILGAON GIRLS SCHOOL AND COLLAGE,,KHILGAON,01721072201,
667,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,108376,KHILGOAN GOVT HIGH SCHOOL ,,KHILGAON,01817542274,
668,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,108061,KHILGOAN GOVT. COLONY  HIGHER SECONDARY SCHOOL,560/C,KHILGOAN,01712547848,
669,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,132078,NATIONAL IDEAL COLLEGE,"730/5/1,",KHILGAON,01715425444,
670,DHAKA,KHILGAON,SCHOOL & COLLEGE,HIGHER SECONDARY ,134172,QUALITY EDUCATION COLLEGE,434/C KHILGAON,KHILGAON,01554314494,
671,DHAKA,KHILKHET,SCHOOL & COLLEGE,HIGHER SECONDARY ,107823,KURMITOLA HIGH SCHOOL AND COLLEGE,KHILKET,KHILKHET,01715645538,
672,DHAKA,LALBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108164,AGRANI GIRLS SCHOOL & COLLEGE,38/1,NEWMARKET,01710694884,
673,DHAKA,LALBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108161,BIRSHRESHTHA NOOR MOHAMMAD PUBLIC COLLEGE,PILKHANA,NEW MARKET,01769600206,
674,DHAKA,LALBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108163,GOVT. AZIMPUR GIRIS SCHOOL & COLLEGE,49/E AZIMPUR ROAD,NEWMARKET,01819423087,
675,DHAKA,LALBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,132081,LALBAGH MODEL SCHOOL & COLLEGE,43/2 R.N.D,POSTA,01747129986,
676,DHAKA,LALBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108166,NATUN POLTON LINE HIGHER SECONDARY SCHOOL,"189, NATUN PALTAN LINE",NEWMARKET,01755618462,
677,DHAKA,LALBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,130642,RAYHAN SCHOOL & COLLEGE,"37/6A, AZIMPUR ROAD",NEWMARKET,01916802393,
678,DHAKA,LALBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,137786,SAFIR IDEAL SCHOOL AND COLLEGE,19/2 SHEIKH SHAHEBBAZAR ROAD,NEWMARKET,01712141870,
679,DHAKA,MIRPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,135252,ALORON COLLEGE,"5/1 SHAH ALI BAGH, MIRPUR-1, DHAKA",MIRPUR,01711101920,
680,DHAKA,MIRPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108217,BASHIR UDDIN IDEAL HIGHER SECONDARY SCHOOL,237/3 AHMAD NOGOR,MIRPUR-2,01718867083,
681,DHAKA,MIRPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,134180,GREEN FIELD COLLEGE,"PLOT-3, BLOCK-C, AVENUE-2, MIRPUR-10, DHAKA-1216",MIRPUR,,
682,DHAKA,MIRPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108218,KALLYANPUR GIRLS SCHOOL & COLLEGE,KALLYANPUR,MOHAMMADPUR,01712837231,
683,DHAKA,MIRPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,136788,MIRPUR CANTONMENT PUBLIC SCHOOL AND COLLEGE,MIRPUR CANTONMENT,MIRPUR CANTONMENT,01769024380,
684,DHAKA,MIRPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,132141,SHAROJ INTERNATIONAL SCHOOL AND COLLEGE,"30,SENPARA PARBOTA",MIRPUR,01676469433,
685,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108263,BADSHA FAISAL INSTITUTE ,"20/10- A,  BLOCK -F, ZAHURI MOHALLA, SHAYMOLI, ",MOHAMMADPUR,01680758543,
686,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108258,DHAKA RESIDENTIAL MODEL  COLLEGE,33/1,MOHAMMADPUR,01713131670,
687,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,131916,FIROZA BASHAR IDEAL COLLEGE,"HOUSE#21-22, ROAD#4 BACHILA CITY DEVELOPERS LTD.",MOHAMMADPUR,01918193719,
688,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108239,JAMILA AYEENUL ANANDA BIDDALAY AND COLLEGE,17/11/12 ,MOHAMMADPUR,01711521704,
689,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108260,KISHALAYA GIRL'S SCHOOL & COLLEGE,"8 A/9, TAJMOHAL ROAD, BLOCK-C",MOHAMMADPUR,01711147570,
690,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108261,LALMATIA HOUSING SOCIETY UCHCHA MADHYAMIK BIDYALAYA,182/1,MOHAMMADPUR,01718902822,
691,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108264,MOHAMMADPUR   MODEL  SCHOOL  &  COLLEGE,GAZNABI  ROAD,MOHAMMADPUR,01977108264,
692,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,132107,MOHAMMADPUR PREPARATORY  HIGHER  SECONDARY  SCHOOL,15/1  IQBAL  ROAD,MOHAMMADPUR,01915556861,
693,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108259,ST.  JOSEPH  HIGHER  SECONDARY  SCHOOL,"97, ASAD GATE",MOHAMMADPUR,01711547950,
694,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,136836,SUNWAY SCHOOL AND COLLEGE,"HOUSE- 2/5, BLOCK-E, LALMATIA",MOHAMMADPUR,01916751525,
695,DHAKA,MOHAMMADPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,134446,WINSOME SCHOOL & COLLEGE,"6/7-A, BLOCK-B, LALMATIA",MOHAMMADPUR,01823055238,
696,DHAKA,MOTIJHEEL,SCHOOL & COLLEGE,HIGHER SECONDARY ,108589,ARAMBAGH  HIGH SCHOOL AND COLLEGE,110 ARAMBAGH,GPO,01714054584,
697,DHAKA,MOTIJHEEL,SCHOOL & COLLEGE,HIGHER SECONDARY ,108277,IDEAL SCHOOL & COLLEGE,"2, PIRJONGI MAZAR",MOTIJHEEL,01670655288,
698,DHAKA,MOTIJHEEL,SCHOOL & COLLEGE,HIGHER SECONDARY ,132088,MOTIJHEEL GOVT. BOY'S HIGH SCHOOL AND COLLEGE,"4, OUTER CIRCULAR ROAD",G P O,01552304721,
699,DHAKA,MOTIJHEEL,SCHOOL & COLLEGE,HIGHER SECONDARY ,130865,MOTIJHEEL MODEL HIGH SCHOOL AND COLLEGE,MOTIJHEEL COLONY,MOTIJHEEL,01552349493,
700,DHAKA,MOTIJHEEL,SCHOOL & COLLEGE,HIGHER SECONDARY ,108587,NOBARUN  HIGH SCHOOL AND COLLEGE,"6B/10,ARAMBAG",ARAMBAGH,01913956726,
701,DHAKA,MUGDA PARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108368,HAIDER ALI HIGH SCHOOL AND COLLEGE,MANDA,MANDA,01711960404,
702,DHAKA,NEW MARKET,SCHOOL & COLLEGE,DEGREE (PASS) ,108162,BIR SHRESTHA MUNSHI ABDUR ROUF BORDER GUARD BANGLADESH COLLEGE,"BGB HEAD QUATER, PEELKHAANA",NEWMARKET,01199452257,
703,DHAKA,NEW MARKET,SCHOOL & COLLEGE,HIGHER SECONDARY ,107962,GOVT. LABORATORY HIGH SCHOOL AND COLLEGE,"4/E, COLLEGE AREA NAYEM ROAD",NEW MARKET,01715006621,
704,DHAKA,PALLABI,SCHOOL & COLLEGE,HIGHER SECONDARY ,132085,AHSANIA MISSION SCHOOL & COLLEGE,"POLLOBI, B-91, D-2,",PALLABI,01673601804,
705,DHAKA,PALLABI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108337,DR. MOHAMMAD SHAHIDULLAH ADARSHA UCHCHA MADYAMIC BIDYAPITH,"12/ A, 5/89,90,91, PALLABI, MIRPUR, DHAKA-1216.",DHAKA-1216,01191087518,
706,DHAKA,PALLABI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108188,MIRPUR BANGLA HIGHER SECONDARY SCHOOL,"SECTION -11, BLACK -A",DHAKA-1216,01716970983,
707,DHAKA,PALLABI,SCHOOL & COLLEGE,DEGREE (HONORS),108221,MIRPUR GIRL'S IDEAL LABRATORY INSTITUTE,1NO. MAIN ROAD,MIRPUR,01735282520,
708,DHAKA,PALTAN,SCHOOL & COLLEGE,HIGHER SECONDARY ,108279,RAJARBAGH POLICE LINE UCHCHA MADYAMIC BIDYALAYA,RAJARBAGH POLICE LINE,SHANTINAGAR,01712008736,
709,DHAKA,RAMNA,SCHOOL & COLLEGE,HIGHER SECONDARY ,132367,BIAM MODEL SCHOOL AND COLLEGE,"63,ESKATON",GPO,01715129121,
710,DHAKA,RAMNA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108360,ISPAHANI GIRLS SCHOOL AND COLLEGE,"3 RASHED KHAN MENON ROAD, MOGHBAZAR, RAMNA",G.P.O-1000,01712819752,
711,DHAKA,RAMNA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108356,NATIONAL BANK PUBLIC SCHOOL AND COLLEGE,BARA MOGBAZAR,SANTI NAGAR,01556339197,
712,DHAKA,RAMNA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108340,SHER E BANGLA  SCHOOL AND COLLEGE ,394/4 MODHUBAG,SANTINOGOR,01716835126,
713,DHAKA,RAMNA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108357,VIQARUNNISA NOON SCHOOL & COLLEGE,1/A. NEW BAILY ROAD,G P O,01712228831,
714,DHAKA,RAMNA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108359,WILLES LITTLE FLOWER SCHOOL AND COLLEGE,"85, KAKRAIL",G.P.O. -1000,01730088472,
715,DHAKA,RAMPURA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108040,SOUTH POINT SCHOOL & COLLEGE,BARI 89/A & B MALIBAGH CHOWDHURYPARA,KHILGOAN,01716374781,
716,DHAKA,SABUJBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,134462,CITY MODEL SCHOOL AND COLLEGE,77/3 WASA ROAD,BASHABO,01915470205,
717,DHAKA,RUPNAGAR,SCHOOL & COLLEGE,HIGHER SECONDARY ,132200,RUPNAGAR MODEL SCHOOL AND COLLEGE,16,PALLABI,01732840855,
718,DHAKA,SHAH ALI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108222,BCIC COLLEGE,CHIRIAKHANA ROAD,MIRPUR,01817564626,
719,DHAKA,SHAH ALI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108223,DHAKA SHIKSHA BOARD LABORATORY SCHOOL & COLLEGE,DARUS SALAM,B.D. SHORIF,01819404601,
720,DHAKA,SHAHBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108358,ENGINEERING UNIVERSITY SCHOOL & COLLEGE,FULAR ROAD,RAMNA,01715112004,
721,DHAKA,SHAHBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108388,KADAMTALA PURBA BASABO  SCHOOL AND COLLEGE,28/3   KADAMTALA,BASABOO,,
722,DHAKA,SHAHBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108393,KAMALAPUR SCHOOL  AND COLLEGE,"20 MAYAKANON, ATISH DIPANKAR SARAK, DHAKA-1214",BASABO,01924719843,
723,DHAKA,SHAHBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108391,MADARTEK ABDUL AZIZ UCHCHA MADHYAMIK BIDYALYA,MADARTEK,BASABOO,01715057903,
724,DHAKA,SHAHBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108355,UDAYAN UCHCHA MADYAMIK BIDYALAYA,"3/3, FULLER ROAD",G.P.O. ,01949755494,
725,DHAKA,SHAHBAGH,SCHOOL & COLLEGE,HIGHER SECONDARY ,108362,UNIVERSITI LABORATORY SCHOOL AND COLLEGE,NILKET ROAD,RAMNA,01755654316,
726,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108262,AGARGAONTALTALA GOVT.COLONY HIGH SCHOOL & MOHILA COLLEGE,AGARGAON TALTALA,MOHAMMADPUR,01711000827,
727,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108523,NAZNEEN HIGH SCHOOL AND COLLEGE,52/B PURBO RAZA BAZAR,TEJGAON,01716374434,
728,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108241,SHER E BANGLA NAGAR GOVT. BOYS HIGH SCHOOL,SHER-E-BANGLA NAGAR,MOHAMMADPUR,01819116734,
729,DHAKA,SHER-E-BANGLA NAGAR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108518,SHERE BANGLA NOGOR GOVT.GIRLS SCHOOL & COLLEGE,"13,MAHBUB MORSHED SARANI. SHER-E-BANGLA NAGAR",MOHAMMADPUR,01819017544,
730,DHAKA,SUTRAPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,132087,COSMOPOLITAN LABRATORY  SCHOOL AND COLLEGE,"29, TANU GONJ LANE",SUTRAPUR,01924624281,
731,DHAKA,SUTRAPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108494,EAST BENGAL INSTITUTION AND COLLEGE,"2 ,CHITTE RONSON AVENEW",DHAKA SADAR,01778066582,
732,DHAKA,SUTRAPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108513,K.L. JUBILEE SCHOOL AND COLLEGE,39 NORTH  BROOK HALL ROAD,DHAKA SADAR,01914724838,
733,DHAKA,SUTRAPUR,SCHOOL & COLLEGE,HIGHER SECONDARY ,108498,MONIZA RAHMAN GIRLS HIGH SCHOOL AND COLLEGE,"23-26, ROJONI CHOUDHURY ROAD",GANDARIA,01711064751,
734,DHAKA,TEJGAON IND. AREA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108527,TEJGAON ADARSHA SCHOOL AND COLLEGE,"446, TEJGAON I/A",DHAK-1208,01712510920,
735,DHAKA,TURAG,SCHOOL & COLLEGE,HIGHER SECONDARY ,136318,AKIJ FOUNDATION SCHOOL AND COLLEGE,DHORANGTEK KHAYARTEK,KHAYARTEK,01911831982,
736,DHAKA,TURAG,SCHOOL & COLLEGE,HIGHER SECONDARY ,108193,KAMAR PARA  SCHOOL AND COLLEGE,KAMAR PARA,NISHATNAGAR,0552591520,
737,DHAKA,UTTARA  PASCHIM,SCHOOL & COLLEGE,HIGHER SECONDARY ,132122,HOLY CHILD SCHOOL & COLLEGE   BANGLA AND ENGLISH VERSION,"HOUSE #14, ROAD # 08, SECTOR # 6, UTTARA, DHAKA.",UTTARA,01787051856,
738,DHAKA,UTTARA  PASCHIM,SCHOOL & COLLEGE,HIGHER SECONDARY ,108572,MILESTONE COLLEGE,"44,GORIB-E-NEOAJ AVINIUE",UTTARA,01911162282,
739,DHAKA,UTTARA  PASCHIM,SCHOOL & COLLEGE,HIGHER SECONDARY ,134221,TRUST COLLEGE,"HOUSE 27,ROAD 05,SECTOR 13",UTTARA,01730322622,
740,DHAKA,UTTARA  PASCHIM,SCHOOL & COLLEGE,HIGHER SECONDARY ,108538,UTTARA HIGH SCHOOL AND COLLEGE,1 & 27,UTTARA MODEL TOWN,01749750954,
741,DHAKA,UTTARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,134389,DHAKA MEGACITY COLLEGE,"59,SHAH MAKDUM AVENUE,SECTOR-12",UTTARA,01712774135,
742,DHAKA,UTTARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108570,I.E.S.UCHCHA MADYANIC BIDYALAYA,"SECTOR # 5, ROAD # 6/A , UTTARA MODEL TOWN, DHAKA ",UTTARA,01712114893,
743,DHAKA,UTTARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108540,NAWAB HABIBULLAH MODEL SCHOOL AND COLLEGE,SHAHJALAL AVENUE,AZAMPUR,01723589942,
744,DHAKA,UTTARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,108573,RAJUK UTTARA MODEL COLLEGE,SECTOR-6 UTTARA MODEL TOWN,UTTARA,01714034441,
745,DHAKA,UTTARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,131890,"SRISTY CENTRAL SCHOOL AND COLLEGE,UTTARA",ROAD 5,AZAMPUR,01926971107,
746,DHAKA,UTTARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,107845,UTTARA GIRLS HIGH SCHOOL AND COLLEGE,2 & 5,UTTARA,01911023304,
747,DHAKA,UTTARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,134526,UTTARA RESIDENTIAL SCHOOL  AND COLLEGE,"HOUSE- 37, ROAD-11,SECTOR-04",UTTARA,01754390910,
748,DHAKA,UTTARA,SCHOOL & COLLEGE,HIGHER SECONDARY ,136256,WIDE VISION SCHOOL AND COLLEGE,"HOUSE-02, ROAD-12, SECTOR-12",UTTARA,01711053063,
749,DHAKA,WARI,SCHOOL & COLLEGE,HIGHER SECONDARY ,108514,"SHER-E-BANGLA BALIKA MAHAVIDYALAYA,HATKHOLA ROAD",20 HATKHULA ROAD,WARI,01717355195,
750,DHAKA,BADDA,MADRASAH,,107835,UTTAR BADDA ISLAMIA KAMIL MADRASAH,UTTAR BADDA,,1910201556,ubikm@yahoo.com
